product_code,dev_device_name,dev_device_class,dev_medical_specialty,dev_medical_specialty_description,dev_review_panel,dev_regulation_number,dev_definition,dev_implant_flag,dev_life_sustain_support_flag,dev_gmp_exempt_flag,dev_third_party_flag,dev_summary_malfunction_reporting,dev_submission_type_id,dev_unclassified_reason,dev_device_class_num,dev_implant_flag_bool,dev_life_sustain_support_flag_bool,dev_gmp_exempt_flag_bool,dev_third_party_flag_bool
QTK,Temporary Percutaneous Transluminal Cerebral Artery Dilatation Device,f,,Unknown,NE,,Used to temporarily dilate and increase the diameter of cerebral arteries experiencing symptomatic vasospasm,N,N,N,N,Ineligible,6,,,False,False,False,False
PTJ,"Phenotypic Test Kit, Non-Susceptible/Elevated Mic Organisms, Cultured Isolates",2,MI,Microbiology,MI,866.1640,Qualitative detection of carbapenemase enzymes in pure colonies of Enterobacteriaceae and Pseudomonas aeruginosa that have elevated MIC values to any Carbapenem,N,N,N,N,Eligible,1,,2,False,False,False,False
KWO,"Prosthesis, Wrist, Carpal Scaphoid",2,OR,Orthopedic,OR,888.3760,,Y,N,N,N,Eligible,1,,2,True,False,False,False
PPQ,Transtibial Anterior Cruciate Ligament Kit,2,OR,Orthopedic,OR,888.3040,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,2,False,False,False,False
KLI,"Enzyme Immunoassay, Non-Radiolabeled, Total Thyroxine",2,CH,Clinical Chemistry,CH,862.1700,,N,N,N,N,Eligible,4,,2,False,False,False,False
DIN,"Gas Chromatography, Cocaine",2,TX,Clinical Toxicology,TX,862.3250,,N,N,N,Y,Eligible,1,,2,False,False,False,True
DTE,"Pulse-Generator, Pacemaker, External",2,CV,Cardiovascular,CV,870.3600,,N,N,N,N,Eligible,1,,2,False,False,False,False
CAN,"Regulator, Pressure, Gas Cylinder",1,AN,Anesthesiology,AN,868.2700,,N,N,N,N,Eligible,4,,1,False,False,False,False
QBI,Acute Coronary Syndrome Event Detector,3,,Unknown,CV,,Detect Acute Coronary Syndrome events and prompt the patient to seek medical attention.,Y,N,N,N,Ineligible,2,,3,True,False,False,False
PZY,"Additively Manufactured, Preformed, Resin Denture Tooth",2,DE,Dental,DE,872.3590,For the fabrication of preformed denture teeth for use in a denture base,N,N,N,N,Ineligible,4,,2,False,False,False,False
OLH,Orchidometer,1,GU,"Gastroenterology, Urology",GU,876.4730,"To measure testicular volume to diagnose abnormalities, or to determine the size of testicular prosthesis to implant.",N,N,N,N,Eligible,4,,1,False,False,False,False
FAC,"Valve, Ureterovesicle",3,,Unknown,GU,,,Y,N,N,N,Eligible,2,,3,True,False,False,False
MIF,Prothrombin Fragment 1.2,2,HE,Hematology,HE,864.7320,,N,N,N,Y,Eligible,1,,2,False,False,False,True
GQQ,"Antisera, Hai, Parainfluenza Virus 1-4",1,MI,Microbiology,MI,866.3400,,N,N,N,N,Eligible,4,,1,False,False,False,False
PIB,Diabetic Retinopathy Detection Device,2,OP,Ophthalmic,OP,886.1100,A retinal diagnostic software device is a prescription software device that incorporates an adaptive algorithm to evaluate ophthalmic images for diagnostic screening to identify retinal diseases or conditions.,N,N,N,N,Eligible,1,,2,False,False,False,False
HRZ,"Prosthesis, Knee, Hinged (Metal-Metal)",3,OR,Orthopedic,OR,888.3480,PMAs to be filed by 12/26/96 (61 FR 50710 (9/27/96)),Y,N,N,N,Eligible,2,,3,True,False,False,False
OLC,"Scaffold, Partial Medial Meniscal Defects Extending Into The Red/White Zone, Resorbable Bovine Collagen",2,SU,"General, Plastic Surgery",OR,878.3300,"Intended for use in surgical procedures for the repair and reinforcement of soft tissue injuries of the medial meniscus.  In repairing and reinforcing medial meniscal defects, the patient must have an intact meniscal rim and anterior and posterior horns for attachment of the mesh.  In addition, the surgically prepared site must extend at least into the red/white zone of the meniscus to provide sufficient vascularization.    The device reinforces soft tissue and provides a resorbable scaffold that is replaced by the patients own soft tissue.  The device is not a prosthetic device and is not intended to replace normal body structure.",Y,N,N,N,Eligible,1,,2,True,False,False,False
INE,"Sling, Overhead Suspension, Wheelchair",1,PM,Physical Medicine,PM,890.3910,,N,N,Y,N,Eligible,4,,1,False,False,True,False
ITO,"Twister, Brace Setting",1,PM,Physical Medicine,PM,890.3410,,N,N,Y,N,Eligible,4,,1,False,False,True,False
BZH,"Meter, Peak Flow, Spirometry",2,AN,Anesthesiology,AN,868.1860,,N,N,N,Y,Eligible,1,,2,False,False,False,True
RIL,Laser Ignition Tool,N,,Unknown,,,product which is designed to use laser emission to ignite a material.,,,Y,,Ineligible,,,,,,True,
ONU,Drug-Eluting Peripheral Transluminal Angioplasty Catheter,3,,Unknown,CV,,"A drug-eluting peripheral transluminal angioplasty catheter is a combination product intended for balloon dilatation of peripheral vasculature to establish or maintain patency. A drug-eluting PTA catheter delivers a drug to the vessel as part of the angioplasty procedure and is intended to inhibit restenosis. Intended to provide percutaneous transluminal angioplasty of lesions in peripheral arteries including iliac, popliteal, femoral, and iliofemoral.",N,N,N,N,Ineligible,2,,3,False,False,False,False
KOJ,Airbrush,2,DE,Dental,DE,872.6080,,N,N,N,Y,Eligible,1,,2,False,False,False,True
KLZ,"Tube, Shunt, Endolymphatic With Valve",2,EN,"Ear, Nose, Throat",EN,874.3850,,Y,N,N,N,Eligible,1,,2,True,False,False,False
PXC,Personal Protection Kit,1,HO,General Hospital,HO,880.6250,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,1,False,False,False,False
OAE,"Catheter, Percutaneous, Cardiac Ablation, For Treatment Of Atrial Fibrillation",3,,Unknown,CV,,For the treatment of atrial fibrillation.,N,Y,N,N,Eligible,2,,3,False,True,False,False
NTE,Temporary Carotid Catheter For Embolic Capture,2,CV,Cardiovascular,CV,870.1250,This device is a single use percutaneous catheter system that is introduced into an artery through the skin using a guidewire.  The catheter has an embolic capture filter or an occlusion balloon at the distal end.  The filter or balloon can be placed either distally to the lesion or proximally depending on the design of the device and intended use. The filter or balloon is used to capture embolic material in a manner that may protect or prevent a stroke or other cerebral vascular sequelae.  The embolic capture device is indicated for use as a guidewire and embolic protection system to contain and remove embolic material (thrombus/debris) while performing angioplasty and stenting procedures i,N,N,N,N,Eligible,1,,2,False,False,False,False
EZT,"Pacemaker, Bladder",3,GU,"Gastroenterology, Urology",GU,876.5270,Call for PMAs 12/26/96 (61 FR 50707 (9/27/96)),Y,N,N,N,Eligible,2,,3,True,False,False,False
FMP,"Protector, Skin Pressure",1,HO,General Hospital,HO,880.6450,,N,N,Y,N,Eligible,4,,1,False,False,True,False
EWO,Audiometer,2,EN,"Ear, Nose, Throat",EN,874.1050,,N,N,N,N,Eligible,4,,2,False,False,False,False
CAL,"Laryngoscope, Non-Rigid",1,AN,Anesthesiology,AN,868.5530,,N,N,N,N,Eligible,4,,1,False,False,False,False
GGF,Acid Hematin,2,HE,Hematology,HE,864.7500,,N,N,N,N,Eligible,4,,2,False,False,False,False
DDL,"Thyroglobulin, Rhodamine, Antigen, Antiserum, Control",2,IM,Immunology,IM,866.5870,,N,N,N,Y,Eligible,1,,2,False,False,False,True
QVN,Combined Acoustic And Electrical External Stimulation Device For The Relief Of Tinnitus,2,EN,"Ear, Nose, Throat",EN,874.3410,"A combined acoustic and electrical external stimulation device for the relief of tinnitus is a device that provides acoustic stimulation in the ear and external, electrical stimulation of sensory nerves to relieve tinnitus.",N,N,N,N,Ineligible,1,,2,False,False,False,False
PYV,Hospital Continuous Glucose Monitoring System,2,CH,Clinical Chemistry,CH,862.1345,"Intended for the continuous, quantitative measurement of glucose in whole blood in a hospital setting.",N,N,N,N,Ineligible,1,,2,False,False,False,False
MCW,"Catheter, Peripheral, Atherectomy",2,CV,Cardiovascular,CV,870.4875,,N,N,N,Y,Eligible,1,,2,False,False,False,True
JLG,"Conversion To Ferric Hydroxymates (Colorimetric), Fatty Acids",1,CH,Clinical Chemistry,CH,862.1290,,N,N,N,N,Eligible,4,,1,False,False,False,False
JJM,Osmometer For Clinical Use,1,CH,Clinical Chemistry,CH,862.2730,,N,N,N,N,Eligible,4,,1,False,False,False,False
JNT,"Chromatographic, Phospholipids",1,CH,Clinical Chemistry,CH,862.1575,,N,N,N,N,Eligible,4,,1,False,False,False,False
DJD,"Enzyme Immunoassay, Primidone",2,TX,Clinical Toxicology,TX,862.3680,,N,N,N,Y,Eligible,1,,2,False,False,False,True
QBR,Intranasal Electrostimulation Device For Dry Eye Symptoms,2,OP,Ophthalmic,OP,886.5310,This device type is intended to temporarily increase tear production using neurostimulation to improve dry eye symptoms. For prescription use only.,N,N,N,N,Ineligible,1,,2,False,False,False,False
BSI,"Algesimeter, Powered",2,AN,Anesthesiology,AN,868.1040,,N,N,N,N,Eligible,4,,2,False,False,False,False
QAU,Hemostatic Device For Endoscopic Gastrointestinal Use,2,SU,"General, Plastic Surgery",SU,878.4456,Hemostatic device for intraluminal gastrointestinal use. A hemostatic device for intraluminal gastrointestinal use is a prescription device that is endoscopically applied to the upper and/or lower gastrointestinal tract and is intended to produce hemostasis via absorption of fluid or by other physical means.,Y,N,N,N,Ineligible,1,,2,True,False,False,False
RBQ,Security Accelerator,N,,Unknown,,,A linear accelerator used to non-intrusively search the contents of closed objects such as cargo containers or vehicles for contraband or weapons.,,,Y,,Ineligible,,,,,,True,
FAQ,"Bag, Urine Collection, Leg, For External Use, Sterile",1,GU,"Gastroenterology, Urology",GU,876.5250,,N,N,N,N,Eligible,4,,1,False,False,False,False
LEI,"Implant, Anti-Gastroesophageal Reflux",3,,Unknown,GU,,,Y,N,N,N,Eligible,2,,3,True,False,False,False
PZX,"Left Atrial Appendage Clip, Implantable",2,SU,"General, Plastic Surgery",CV,878.4300,Intended to occlude the left atrial appendage.,Y,N,N,N,Eligible,1,,2,True,False,False,False
QEY,Mechanical Thrombolysis Catheter,2,CV,Cardiovascular,CV,870.5150,To mechanically disrupt thrombus and/or debris in the peripheral vasculature.,N,N,N,N,Eligible,1,,2,False,False,False,False
QZI,Percutaneous Cardiac Ablation Catheter For Treatment Of Atrial Fibrillation With Irreversible Electroporation,3,,Unknown,CV,,For the treatment of atrial fibrillation.,N,N,N,N,Ineligible,2,,3,False,False,False,False
EQN,"Laryngoscope, Nasopharyngoscope",2,EN,"Ear, Nose, Throat",EN,874.4760,"If the device is reusable, validated reprocessing instructions and reprocessing validation data for this device type must be included in a 510(k) submission (82 FR 26807, available at https://www.gpo.gov/fdsys/pkg/FR-2017-06-09/pdf/2017-12007.pdf).",N,N,N,N,Ineligible,1,,2,False,False,False,False
NWU,Endoscope Introducer Kit,2,GU,"Gastroenterology, Urology",GU,876.1500,"This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This kit, as described in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market.",N,N,N,N,Eligible,7,,2,False,False,False,False
PPK,Peritoneal Dialysis Tubing Kit,2,GU,"Gastroenterology, Urology",GU,876.5630,"This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,2,False,False,False,False
NZH,"Medication Management System, Remote",2,HO,General Hospital,HO,880.6315,A remote medication management system provides a means for the patient's prescribed medications to be stored in a delivery unit; For a medical provider to remotely schedule the patient's prescribed medications; To provide notification to the patient when the prescribed medications are due to be taken; To release the prescribed medications to a tray of the delivery unit accessible to the patient on the patient's command; And to provide to the medical provider a history of the event. The system is intended for use as an aid to medical providers in managing therapeutic regimens for patients in the home or clinic.,N,N,N,N,Ineligible,1,,2,False,False,False,False
PWY,Lumbar Puncture Tray (Adult & Pediatric),2,HO,General Hospital,HO,880.5570,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,2,False,False,False,False
GSS,"Antisera, Fluorescent, Pseudomonas Aeruginosa",2,MI,Microbiology,MI,866.3415,,N,N,N,N,Eligible,4,,2,False,False,False,False
HFK,"Mold, Vaginal",2,OB,Obstetrics/Gynecology,OB,884.3900,,N,N,N,Y,Eligible,1,,2,False,False,False,True
NJJ,"Tonometer, Analyzer, Ocular Blood Flow",2,OP,Ophthalmic,OP,886.1930,"Tonometry for measuring and recording intraocular pressures and intraocular pulse amplitudes, pulsatile ocular blood flow, pulsatile ocular blood volume, pulsatility index equivalent.  Description of why current product c lassificaiton name/product code will not suffice: This device measures intraocular pressure, which is what a tonometer does.  However, because it can measure the small changes in pressure caused by the blood pressure pulse in the ocular arterial vessels, it is also capable of measuring and calculating parameters associated with the ocular blood flow, including intraocular pressure pulse amplitude, pulsatile ocular blood flow, and pulsatile ocular blood volume.",N,N,N,Y,Eligible,1,,2,False,False,False,True
ICT,Azan Counterstain,1,HE,Hematology,PA,864.1850,,N,N,Y,N,Eligible,4,,1,False,False,True,False
EMF,"Knife, Surgical",1,SU,"General, Plastic Surgery",SU,878.4800,,N,N,N,N,Eligible,4,,1,False,False,False,False
PKA,External Upper Esophageal Sphincter (Ues) Compression Device,2,EN,"Ear, Nose, Throat",EN,874.5900,The external UES compression device is intended to reduce the symptoms of laryngopharyngeal reflux (LPR) disease by reducing the regurgitation of stomach contents from passing through the upper esophageal sphincter.,N,N,N,N,Eligible,1,,2,False,False,False,False
NTZ,"Strip, Dialysate, Ph, Bicarbonate, Glucose, Acid, Indicator",2,GU,"Gastroenterology, Urology",GU,876.5820,"Device provides semiquantitative indications of ph, bicarbonate ions, and glucose in the final bicarbonate dialysate.",N,N,N,N,Ineligible,1,,2,False,False,False,False
LIE,"Reagent/Device, Inoculum Calibration",2,MI,Microbiology,MI,866.1640,,N,N,N,Y,Eligible,1,,2,False,False,False,True
NYW,"Stimulator, Nerve, Electrical, Transcutaneous, With Limited Output, For Pain Relief",2,NE,Neurology,NE,882.5890,Nerve stimulation for relief of pain,N,N,N,Y,Eligible,1,,2,False,False,False,True
OJH,Orthopedic Tray,1,SU,"General, Plastic Surgery",OR,878.4800,"This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,1,False,False,False,False
