sponsor_norm,gvkey,map_source,map_score,compustat_conm,compustat_tic,cik,permno
avisi technologies inc,006159,fuzzy_extended,92.6829268292683,SI TECHNOLOGIES INC,SISI.,0000719582,45744
vitamin energy®,007824,fuzzy_extended,100.0,NV ENERGY INC,NVE,0000741508,38658
trident pharmaceuticals inc,028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
avelos therapeutics inc,026149,fuzzy_extended,93.33333333333333,AVALO THERAPEUTICS INC,AVTX,0001534120,15833
andrew gvozdanovic,001651,fuzzy_extended,100.0,ANDREW CORP,ANDW,0000317093,14323
avena nordic grain oy,007924,fuzzy_extended,100.0,NORDIC LIMITED INC,NORLE,,57825
trin therapeutics gmbh,031656,fuzzy_extended,94.11764705882354,REIN THERAPEUTICS INC,RNTX,0001420565,16776
andrew kennedy,001651,fuzzy_extended,100.0,ANDREW CORP,ANDW,0000317093,14323
trio grup clinical research,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
trillium therapeutics inc,162735,fuzzy_extended,100.0,TRILLIUM THERAPEUTICS INC,TRIL,0001616212,15137
"shengke pharmaceuticals (jiangsu) limited, china",247881,fuzzy_extended,93.87755102040816,GW PHARMACEUTICALS LIMITED,GWPH,0001351288,13926
andover eye associates,031807,fuzzy_extended,100.0,AG ASSOCIATES INC,AGAI,0000942124,81597
tavanta therapeutics,178547,fuzzy_extended,92.6829268292683,TARGANTA THERAPEUTICS CORP,TARG,0001398161,92316
alixer nexgen therapeutics limited,031851,fuzzy_extended,100.0,NEXGEN INC,NXGN.1,0000909183,81633
"acta pharmaceuticals, inc",037292,fuzzy_extended,95.83333333333333,ATEA PHARMACEUTICALS INC,AVIR,0001593899,19939
anasonic,007114,fuzzy_extended,94.11764705882354,PANASONIC HOLDINGS CORP,PCRHY,0000063271,53727
analogic corporation,001633,fuzzy_extended,100.0,ANALOGIC CORP,ALOG,0000006284,14198
aceragen,061899,fuzzy_extended,100.0,ACERAGEN INC,ACGN,0000861838,82824
wako life sciences,006721,fuzzy_extended,100.0,LIFE SCIENCES INC,LFSCQ,0000059401,49526
"b. braun interventional systems, inc",025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
b. braun medical industries sdn. bhd,001005,fuzzy_extended,92.3076923076923,A.B.A. INDUSTRIES INC,ABA.2,,61903
"shanghai de novo pharmatech co., ltd",008019,fuzzy_extended,100.0,NOVO CORP,NOVVQ,,34809
"shanghai carnation medical technology co., ltd",002775,fuzzy_extended,100.0,CARNATION CO,CMK.2,0000017728,30365
bcf life sciences,006721,fuzzy_extended,100.0,LIFE SCIENCES INC,LFSCQ,0000059401,49526
"shaanxi giant biotechnology co., ltd",005152,fuzzy_extended,100.0,GIANT GROUP LTD,GGLT,0000041296,27449
shamir optical industry ltd,163020,fuzzy_extended,100.0,SHAMIR OPTICAL INDUSTRY LTD,SHMR,0001317362,90639
anaconda pharma,001628,fuzzy_extended,100.0,ANACONDA CO,A.2,,10495
bidi vapor,011110,fuzzy_extended,100.0,VAPOR CORP,VAPO.1,0000102986,80275
biotronik asia pacific pte ltd,008268,fuzzy_extended,100.0,PACIFIC HOLDING CORP,PHC.1,0000075499,34972
shanghai alebund pharmaceuticals limited,247881,fuzzy_extended,93.87755102040816,GW PHARMACEUTICALS LIMITED,GWPH,0001351288,13926
be technologies inc,122075,fuzzy_extended,100.0,BE INC,BEOSZ,0000895921,87101
"beijing yuanben information consulting co., ltd",113272,fuzzy_extended,100.0,INFORMATION HOLDINGS INC,IHI.1,0001063744,86307
"beyond genomix sa, ag, ltd",147868,fuzzy_extended,100.0,BEYOND INC,BYON,0001130713,89394
"bg medicine, inc",178972,fuzzy_extended,100.0,BG MEDICINE INC,BGMD,0001407038,12574
"acorn cardiovascular, inc",025086,fuzzy_extended,93.87755102040816,AVECOR CARDIOVASCULAR INC,AVEC.,0000883982,77441
aclarion,040660,fuzzy_extended,100.0,ACLARION INC,ACON,0001635077,23008
tecnología e innovación médico estética s.l,013255,fuzzy_extended,100.0,A M E INC,AMEA,,11231
"axikin pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
axio research. llc,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
vivozon pharmaceutical inc,061167,fuzzy_extended,92.0,VION PHARMACEUTICALS INC,3VIONQ,0000944522,82201
shanghai geping information technology company,113272,fuzzy_extended,100.0,INFORMATION HOLDINGS INC,IHI.1,0001063744,86307
"ayuvis research, inc",009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
vyant bio,038539,fuzzy_extended,100.0,VYANT BIO INC,VYNT,0001349929,14094
tectonic therapeutic,033657,fuzzy_extended,100.0,TECTONIC THERAPEUTIC INC,TECX,0001681087,17871
vyome therapeutics inc,021522,fuzzy_extended,93.02325581395348,VYNE THERAPEUTICS INC,VYNE,0001566044,17266
visionary intelligence ltd,040829,fuzzy_extended,100.0,VISIONARY HOLDINGS INC,GV,0001892274,23128
"shuttle pharmaceuticals, inc",041309,fuzzy_extended,94.54545454545455,SHUTTLE PHARMACEUTICAL H INC,SHPH,0001757499,23272
skyline therapeutics,009761,fuzzy_extended,100.0,SKYLINE CORP,SKY.1,,38850
skyline diagnostics bv,009761,fuzzy_extended,100.0,SKYLINE CORP,SKY.1,,38850
skyline biosciences,009761,fuzzy_extended,100.0,SKYLINE CORP,SKY.1,,38850
viatris korea,007637,fuzzy_extended,100.0,VIATRIS INC,VTRS,0001792044,20057
"viatris pharmaceuticals co., ltd",007637,fuzzy_extended,100.0,VIATRIS INC,VTRS,0001792044,20057
viatris pharmaceuticals japan inc,007637,fuzzy_extended,100.0,VIATRIS INC,VTRS,0001792044,20057
"adiga life sciences, inc",006721,fuzzy_extended,100.0,LIFE SCIENCES INC,LFSCQ,0000059401,49526
skyline therapeutics (us) inc,009761,fuzzy_extended,100.0,SKYLINE CORP,SKY.1,,38850
sleep systems,025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
adient medical,027333,fuzzy_extended,100.0,ADIENT PLC,ADNT,0001670541,16342
"aditxt, inc",035958,fuzzy_extended,100.0,ADITXT INC,ADTX,0001726711,19460
aderis pharmaceuticals,018749,fuzzy_extended,93.02325581395348,AERIE PHARMACEUTICALS INC,AERI,0001337553,14238
vicuron pharmaceuticals,138404,fuzzy_extended,100.0,VICURON PHARMACEUTICALS INC,MICU,0001052547,88578
sirius medical systems b.v,025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
adeona pharmaceuticals,138122,fuzzy_extended,93.02325581395348,ARENA PHARMACEUTICALS INC,ARNA,0001080709,88421
vidara therapeutics research ltd,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
algiax pharmaceuticals gmbh,062977,fuzzy_extended,93.02325581395348,SALIX PHARMACEUTICALS LTD,SLXP,0001009356,88811
sio gene therapies,023933,fuzzy_extended,100.0,SIO GENE THERAPIES INC,SIOX,0001636050,15486
sirona dental systems gmbh,174876,fuzzy_extended,100.0,SIRONA DENTAL SYSTEMS INC,SIRO,0001014507,85208
"vicor technologies, inc",021238,fuzzy_extended,100.0,VICOR CORP,VICR,0000751978,76128
"truevision systems, inc",021684,fuzzy_extended,100.0,TRUEVISION INC,TRUV,0000833619,76169
"atreca, inc",035270,fuzzy_extended,100.0,ATRECA INC,BCEL,0001532346,18774
alfred e. tiefenbacher (gmbh & co. kg),011361,fuzzy_extended,100.0,AG&E HOLDINGS INC,AGNUQ,0000105608,63829
"asterias biotherapeutics, inc",021150,fuzzy_extended,100.0,ASTERIAS BIOTHERAPEUTICS INC,AST,0001572552,14950
asthma management systems,025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
"solo pace, inc",025770,fuzzy_extended,100.0,PACE HOLDINGS CORP,PACE.1,0001644509,15792
smith & nephew pte ltd,101317,fuzzy_extended,100.0,SMITH & NEPHEW PLC,SNN,0000845982,87444
smartest technologies,182331,fuzzy_extended,92.3076923076923,SMART TECHNOLOGIES INC,SMT,0001489147,12027
vesalius medical technologies,021000,fuzzy_extended,92.85714285714286,HELIUS MEDICAL TECHNOLOGIES,HSDT,0001610853,17690
società generale delle acque minerali s.p.a,001059,fuzzy_extended,100.0,A P S INC,APS.1,,58958
"society for the advancement of blood management, inc",011151,fuzzy_extended,100.0,GROUP INC (THE),THEG,,80603
social & scientific systems inc,025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
vesper biotechnologies aps,011150,fuzzy_extended,100.0,VESPER CORP,VESP,0000108140,12278
"vesper medical, inc",011150,fuzzy_extended,100.0,VESPER CORP,VESP,0000108140,12278
viela bio,035630,fuzzy_extended,100.0,VIELA BIO INC,VIE,0001734517,19031
sigmadrugs research ltd,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
sigma tau research switzerland sa,009713,fuzzy_extended,100.0,SIGMA RESEARCH INC,5817B,0000700712,70595
"sigilon therapeutics, inc",037488,fuzzy_extended,95.65217391304348,SIGILON THERAPTICS INC,SGTX,0001821323,20323
"virios therapeutics, inc",037290,fuzzy_extended,93.33333333333333,VIVOS THERAPEUTICS INC,VVOS,0001716166,20332
targia pharmaceuticals ltd,030674,fuzzy_extended,93.02325581395348,ARIAD PHARMACEUTICALS INC,ARIA,0000884731,80918
"signalrx pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
signal relief,016865,fuzzy_extended,100.0,SIGNAL CORP,SGNL.2,0000846814,11225
"signal house co., ltd",016865,fuzzy_extended,100.0,SIGNAL CORP,SGNL.2,0000846814,11225
"tarus therapeutics, inc",184114,fuzzy_extended,95.45454545454545,TRIUS THERAPEUTICS INC,TSRX,0001356857,12090
triphase research and development iii corp,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
"acuity medical international, inc",146017,fuzzy_extended,100.0,ACUITY INC,AYI,0001144215,89216
"siemens gamesa renewable energy blades, s.a",019349,fuzzy_extended,100.0,SIEMENS AG,SIEGY,0001135644,88935
tilray,022387,fuzzy_extended,100.0,TILRAY BRANDS INC,TLRY,0001731348,17977
siemens medical solutions,019349,fuzzy_extended,100.0,SIEMENS AG,SIEGY,0001135644,88935
tasca therapeutics,038745,fuzzy_extended,94.44444444444444,TSCAN THERAPEUTICS INC,TCRX,0001783328,21778
siemens healthcare a/s,019349,fuzzy_extended,100.0,SIEMENS AG,SIEGY,0001135644,88935
targanta therapeutics corporation,178547,fuzzy_extended,100.0,TARGANTA THERAPEUTICS CORP,TARG,0001398161,92316
"sinclair technologies, llc",060800,fuzzy_extended,100.0,SINCLAIR INC,SBGI,0001971213,81740
sinovac biotech (hong kong) limited,150257,fuzzy_extended,100.0,SINOVAC BIOTECH LTD,SVA,0001084201,90517
sinovac biotech (colombia) s.a.s,150257,fuzzy_extended,100.0,SINOVAC BIOTECH LTD,SVA,0001084201,90517
aura,014913,fuzzy_extended,100.0,AURA SYSTEMS INC,AUSI,0000826253,12122
silver lake research corporation,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
"adare pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
"viralclear pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
aurora cannabis inc,022449,fuzzy_extended,100.0,AURORA CANNABIS INC,ACB,0001683541,18151
angioblast systems,025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
"silverchair science & communications, llc",178741,fuzzy_extended,93.33333333333333,B COMMUNICATIONS LTD,BCOMF,0001402606,92314
viiral nordic ab,007924,fuzzy_extended,100.0,NORDIC LIMITED INC,NORLE,,57825
target health inc,003813,fuzzy_extended,100.0,TARGET CORP,TGT,0000027419,49154
target tape,003813,fuzzy_extended,100.0,TARGET CORP,TGT,0000027419,49154
ectin research ab,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
"kunming baker norton pharmaceutical sales co., ltd",008004,fuzzy_extended,100.0,NORTON CO,NRT.3,0000073104,39300
edigene inc,062913,fuzzy_extended,92.3076923076923,DIGENE CORP,DIGE,0001011582,83495
kraft heinz company,005568,fuzzy_extended,100.0,KRAFT HEINZ CO,KHC,0001637459,15408
"edusa pharmaceuticals, inc",024898,fuzzy_extended,97.95918367346938,DUSA PHARMACEUTICALS INC,DUSA.1,0000879993,77289
"edwards (shanghai) lifesciences medical supplies co., ltd",133366,fuzzy_extended,100.0,EDWARDS LIFESCIENCES CORP,EW,0001099800,87657
"korro bio, inc",035647,fuzzy_extended,100.0,KORRO BIO INC,KRRO,0001703647,19008
kyowa kirin farmacéutica s.l.u,018729,fuzzy_extended,100.0,KIRIN HOLDINGS CO LTD,KNBWY,0000800901,47897
ldr médical sas,018625,fuzzy_extended,100.0,LDR HOLDING CORP,LDRH.1,0001348324,14256
"eclipse life sciences, inc",006721,fuzzy_extended,100.0,LIFE SCIENCES INC,LFSCQ,0000059401,49526
elbit systems ltd,004248,fuzzy_extended,100.0,ELBIT LTD,ELBT,0000724138,76863
kinnate biopharma,037486,fuzzy_extended,100.0,KINNATE BIOPHARMA INC,KNTE,0001797768,20186
kingdom,014773,fuzzy_extended,100.0,UNITED KINGDOM FUND,UKM,0000814830,75194
"electromed, inc",185125,fuzzy_extended,100.0,ELECTROMED INC,ELMD,0001488917,12078
"kindex pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
elevance health,145046,fuzzy_extended,100.0,ELEVANCE HEALTH INC,ELV,0001156039,89179
egle therapeutics,026273,fuzzy_extended,94.11764705882354,EDGE THERAPEUTICS INC,EDGE.2,,15784
"eiger group international, inc",010571,fuzzy_extended,94.73684210526315,TIGER INTERNATIONAL,6068B,0000225939,17340
kite systems,025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
"ltz therapeutics, inc",039063,fuzzy_extended,92.6829268292683,LENZ THERAPEUTICS INC,LENZ,0001815776,21547
dynamic light,004776,fuzzy_extended,92.85714285714286,FLIGHT DYNAMICS INC,3FLYT,,36792
lambda therapeutic research ltd,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
"lahore medical research center, llp",009074,fuzzy_extended,100.0,RESEARCH MEDICAL INC,RMED.2,0000083306,66553
lady technologies inc,014279,fuzzy_extended,100.0,SPA LADY CORP,6422B,0000809768,11398
labtec gmbh,061684,fuzzy_extended,100.0,LABTEC INC,3LABT,0001002175,82744
laser labcorp,014960,fuzzy_extended,100.0,LABCORP HOLDINGS INC,LH,0000920148,12062
leatherhead food research,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
"leaf healthcare, inc",185703,fuzzy_extended,100.0,LEAF GROUP LTD,LEAF,0001365038,12521
"durata therapeutics international bv (an affiliate of actavis, inc.)",170961,fuzzy_extended,100.0,DURATA THERAPEUTICS INC,DRTX,0001544116,13525
laser team ltd,010353,fuzzy_extended,100.0,TEAM INC,TISI,0000318833,65752
"ecm therapeutics, inc",035714,fuzzy_extended,92.6829268292683,BEAM THERAPEUTICS INC,BEAM,0001745999,19228
"enb therapeutics, inc",031656,fuzzy_extended,92.6829268292683,REIN THERAPEUTICS INC,RNTX,0001420565,16776
eom pharmaceuticals,033997,fuzzy_extended,92.3076923076923,ETON PHARMACEUTICALS,ETON,0001710340,18257
ep medsystems,063100,fuzzy_extended,100.0,EP MEDSYSTEMS INC,EPMD,0001012394,83653
erx pharmaceuticals,038874,fuzzy_extended,94.73684210526315,NRX PHARMACEUTICALS INC,NRXP,0001719406,17134
"labcorp corporation of america holdings, inc",014960,fuzzy_extended,100.0,LABCORP HOLDINGS INC,LH,0000920148,12062
lxr biotechnology,030172,fuzzy_extended,100.0,LXR BIOTECHNOLOGY INC,3LXRI,0000899504,80598
laboratorios pisa s.a. de c.v,030584,fuzzy_extended,100.0,A S V INC,ASVI,0000926763,80798
"ekr therapeutics, inc",032459,fuzzy_extended,92.6829268292683,ACER THERAPEUTICS INC,ACER,0001069308,91471
"laboratories leon farma, s.a",118444,fuzzy_extended,93.33333333333333,U S LABORATORIES INC,USLB.1,0001068891,86737
laboratori di informatica applicata,039810,fuzzy_extended,100.0,INFORMATICA INC,INFA,0001868778,22087
laboratori guidotti s.p.a,001059,fuzzy_extended,100.0,A P S INC,APS.1,,58958
"emet pharmaceuticals, llc",006641,fuzzy_extended,92.3076923076923,LEE PHARMACEUTICALS,LPHM.1,,57373
endochoice inc,023889,fuzzy_extended,100.0,ENDOCHOICE HOLDINGS INC,GI,0001623919,15451
johnson & johnson international (singapore) pte. ltd,006266,fuzzy_extended,100.0,JOHNSON & JOHNSON,JNJ,0000200406,22111
"johnson & johnson health and wellness solutions, inc",006266,fuzzy_extended,100.0,JOHNSON & JOHNSON,JNJ,0000200406,22111
johnson & johnson gmbh,006266,fuzzy_extended,100.0,JOHNSON & JOHNSON,JNJ,0000200406,22111
endocrine research solutions,180345,fuzzy_extended,100.0,RESEARCH SOLUTIONS INC,RSSS,0001386301,19315
endogun medical systems ltd,025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
johnson & johnson pte ltd,006266,fuzzy_extended,100.0,JOHNSON & JOHNSON,JNJ,0000200406,22111
encore medical inc,062395,fuzzy_extended,100.0,ENCORE MEDICAL CORP,ENMC,0000944763,84639
encore research inc,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
"encore vision, inc",001470,fuzzy_extended,100.0,ENCORE GROUP INC,3EGRP,0000276259,13064
"johnson and johnson, s.a",006266,fuzzy_extended,100.0,JOHNSON & JOHNSON,JNJ,0000200406,22111
"jason ahee, m.d",013417,fuzzy_extended,100.0,JASON INC,JASN.,0000813471,11425
ensho health intelligent systems inc,025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
"ensho therapeutics, inc",065812,fuzzy_extended,93.02325581395348,ECHO THERAPEUTICS INC,ECTE,0001031927,85572
enteron pharmaceuticals,033997,fuzzy_extended,93.02325581395348,ETON PHARMACEUTICALS,ETON,0001710340,18257
"jaguar gene therapy, llc",012260,fuzzy_extended,100.0,JAGUAR PLC,JAGRY,0000758739,89296
jade healthcare group inc,184339,fuzzy_extended,93.02325581395348,DS HEALTHCARE GROUP INC,DSKX,0001463959,13702
jeffrey clarke,003095,fuzzy_extended,100.0,CLARKE CORP,3CRKE,0000020784,23983
endowave ltd,140736,fuzzy_extended,93.33333333333333,ENDWAVE CORP,ENWV,0001118941,88727
"energex systems, inc",025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
"energy resources international co., ltd",004363,fuzzy_extended,100.0,ENERGY RESOURCES CORP,ENR.3,0000032900,59002
katmai pharmaceuticals inc,028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
karos pharmaceuticals,037495,fuzzy_extended,95.0,ARS PHARMACEUTICALS INC,SPRY,0001671858,20318
kariya pharmaceuticals,030674,fuzzy_extended,93.02325581395348,ARIAD PHARMACEUTICALS INC,ARIA,0000884731,80918
"kansas city center for anxiety treatment, p.a",016781,fuzzy_extended,100.0,CITY HOLDING CO,CHCO,0000726854,11442
"kangen pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
"elion therapeutics, inc",015803,fuzzy_extended,93.61702127659575,NOVELION THERAPEUTICS INC,NVLNF,0000827809,78688
"keryx / aoi pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
kerr corporation,006402,fuzzy_extended,100.0,KERR GROUP INC,KGM,0000055454,58616
kenai therapeutics,006382,fuzzy_extended,100.0,KENAI CORP,4232B,0001061672,60513
embecta corp,041050,fuzzy_extended,100.0,EMBECTA CORP,EMBC,0001872789,22879
kos inc,064542,fuzzy_extended,100.0,KOS PHARMACEUTICALS INC,KOSP,0001018952,84620
"klsmc stem cells, inc",038722,fuzzy_extended,100.0,STEM INC,STEM,0001758766,19919
"eminence clinical research, inc",009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
kazm pharmaceuticals inc,028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
"k2 oncology, inc",001677,fuzzy_extended,100.0,K2 INC,KTO,0000006720,29145
"empi, a djo company",145911,fuzzy_extended,100.0,DJO INC,DJO,0001157972,89224
"koru medical systems, inc",013239,fuzzy_extended,100.0,KORU MEDICAL SYSTEMS INC,KRMD,0000704440,11275
"kpc pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
emergent product development seattle llc,111581,fuzzy_extended,100.0,EMERGENT GROUP INC,LZR,0001021097,92821
"kalyra pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
kavo kerr,006402,fuzzy_extended,100.0,KERR GROUP INC,KGM,0000055454,58616
magellan stem cells,038722,fuzzy_extended,100.0,STEM INC,STEM,0001758766,19919
marker therapeutics ag,107843,fuzzy_extended,100.0,MARKER THERAPEUTICS INC,MRKR,0001094038,16472
mark stanczyk,013379,fuzzy_extended,100.0,MARK HOLDINGS INC,MHDG.,0000807397,11362
marcus borchert,007022,fuzzy_extended,100.0,MARCUS CORP,MCS,0000062234,51423
"manhattan medical research practice, pllc",009074,fuzzy_extended,100.0,RESEARCH MEDICAL INC,RMED.2,0000083306,66553
martin pharmaceuticals,020567,fuzzy_extended,93.33333333333333,MARINUS PHARMACEUTICALS INC,MRNS,0001267813,14815
moss s.p.a,001059,fuzzy_extended,100.0,A P S INC,APS.1,,58958
dewpoint therapeutics,030012,fuzzy_extended,92.3076923076923,POINT THERAPEUTICS INC,POTP,,80452
dharma life sciences llc,006721,fuzzy_extended,100.0,LIFE SCIENCES INC,LFSCQ,0000059401,49526
"mgp ingredients, inc",014891,fuzzy_extended,100.0,MGP INGREDIENTS INC,MGPI,0000835011,12226
"meda pharma spa, a viatris company",007637,fuzzy_extended,100.0,VIATRIS INC,VTRS,0001792044,20057
diablo eye associates,031807,fuzzy_extended,100.0,AG ASSOCIATES INC,AGAI,0000942124,81597
mdi health,010827,fuzzy_extended,100.0,MDI INC,MDIZQ,0000318259,77893
diagnostic medical systems,025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
